SchoolName;LastInspection;Permittee;InspectionDate;Level;Code;ViolationDescription;LATITUDE;LONGITUDE;COMMUNITYBOARD;COUNCILDISTRICT
GOOD SHEPHERD SCHOOL;10/26/2022;ARCHDIOCESE OF NEW YORK;02/16/2022;G;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;4,08692E+13;-7,39205E+13;112;10
GOOD SHEPHERD SCHOOL;10/26/2022;ARCHDIOCESE OF NEW YORK;10/26/2022;G;08C;Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.;4,08692E+13;-7,39205E+13;112;10
LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOVERY;03/21/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/21/2023;G;10B;"Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.";4,08693E+13;-7,39015E+13;208;14
LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOVERY;03/21/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/21/2023;C;06C;Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container.  Condiments not in single-service containers or dispensed directly by the vendor.;4,08693E+13;-7,39015E+13;208;14
LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOVERY;03/21/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;10/17/2022;G;10C;"Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms. Shatterproof bulb or shield to prevent broken glass from falling into food or onto surfaces, not installed.";4,08693E+13;-7,39015E+13;208;14
LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOVERY;03/21/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/21/2023;G;10C;"Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms. Shatterproof bulb or shield to prevent broken glass from falling into food or onto surfaces, not installed.";4,08693E+13;-7,39015E+13;208;14
P.S. 076 THE BENNINGTON SCHOOL;12/09/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;10/27/2020;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08696E+13;-7,38613E+13;211;12
P.S. 076 THE BENNINGTON SCHOOL;12/09/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;12/09/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08696E+13;-7,38613E+13;211;12
P.S. 20 P.O.GEORGE J. WERDAN III, P.S. 168;03/01/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/01/2023;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08696E+13;-7,38795E+13;207;11
P.S. 086 KINGSBRIDGE HEIGHTS;03/13/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/13/2023;G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,08698E+13;-7,38987E+13;207;11
P.S. 086 KINGSBRIDGE HEIGHTS;03/13/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/13/2023;C;04L;Evidence of mice or live mice in establishment's food or non-food areas.;4,08698E+13;-7,38987E+13;207;11
P.S. 86 BRONX MINI SCHOOL;03/22/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/22/2023;CH;02B;Hot TCS food item not held at or above 140 °F.;4,08698E+13;-7,38987E+13;207;11
P.S. 086 KINGSBRIDGE HEIGHTS;03/13/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/21/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08698E+13;-7,38987E+13;207;11
P.S. 086 KINGSBRIDGE HEIGHTS;03/13/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/13/2023;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08698E+13;-7,38987E+13;207;11
P.S. 086 KINGSBRIDGE HEIGHTS;03/13/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;07/15/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08698E+13;-7,38987E+13;207;11
P.S. 86 BRONX MINI SCHOOL;03/22/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/22/2023;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08698E+13;-7,38987E+13;207;11
WALTON YABC, HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS, CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, TH;03/22/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/22/2023;C;06C;Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container.  Condiments not in single-service containers or dispensed directly by the vendor.;4,08703E+13;-7,38983E+13;207;11
WALTON YABC, HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS, CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, TH;03/22/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/22/2023;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08703E+13;-7,38983E+13;207;11
AMBER CHARTER SCHOOL INWOOD;01/23/2023;AMBER CHARTER SCHOOLS INWOOD;12/06/2021;C;04J;Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.;4,08704E+13;-7,39173E+12;112;10
AMBER CHARTER SCHOOL INWOOD;01/23/2023;AMBER CHARTER SCHOOLS INWOOD;01/23/2023;AV;18-01;Current valid permit, registration or other authorization to operate a Food Service Establishment (FSE) or Non-retail Food Processing Establishment (NRFP) not available.;4,08704E+13;-7,39173E+12;112;10
AMBER CHARTER SCHOOL INWOOD;01/23/2023;AMBER CHARTER SCHOOLS INWOOD;05/11/2022;C;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;4,08704E+13;-7,39173E+12;112;10
AMBER CHARTER SCHOOL INWOOD;01/23/2023;AMBER CHARTER SCHOOLS INWOOD;05/11/2022;G;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;4,08704E+13;-7,39173E+12;112;10
AMBER CHARTER SCHOOL INWOOD;01/23/2023;AMBER CHARTER SCHOOLS INWOOD;12/06/2021;G;10J;Hand wash sign not posted;4,08704E+13;-7,39173E+12;112;10
P.S. 018 PARK TERRACE;03/08/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/08/2023;G;10B;"Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.";4,08713E+13;-7,39115E+13;112;10
P.S. 018 PARK TERRACE;03/08/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/08/2023;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08713E+13;-7,39115E+13;112;10
P.S. 018 PARK TERRACE;03/08/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/14/2022;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,08713E+13;-7,39115E+13;112;10
P.S. 153 HELEN KELLER, P.S. X596 AT X153;02/27/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/27/2023;CH;02G;"Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.";4,08726E+13;-7,38337E+12;210;12
P.S. 153 HELEN KELLER, P.S. X596 AT X153;02/27/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/27/2023;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08726E+13;-7,38337E+12;210;12
P.S. 310 MARBLE HILL;11/30/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;11/30/2022;G;10B;"Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.";4,08729E+13;-7,39052E+13;207;14
PS 310 MINI;11/30/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;11/30/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08729E+13;-7,39052E+13;207;14
P.S. 310 MARBLE HILL;11/30/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;11/30/2022;G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08729E+13;-7,39052E+13;207;14
PS 310 MINI;11/30/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;02/17/2022;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,08729E+13;-7,39052E+13;207;14
M.S. 180 DR. DANIEL HALE WILLIAMS;02/17/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;08/10/2022;G;10B;"Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.";4,0873E+13;-7,38338E+13;210;12
M.S. 180 DR. DANIEL HALE WILLIAMS;02/17/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/08/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,0873E+13;-7,38338E+13;210;12
ST. PHILIP NERI SCHOOL;02/22/2023;ARCHDIOCESE OF NEW YORK;03/22/2022;G;10E;Accurate thermometer not provided in refrigerated or hot holding equipment.;4,08737E+13;-7,3887E+13;207;11
ST. PHILIP NERI SCHOOL;02/22/2023;ARCHDIOCESE OF NEW YORK;12/22/2022;AV;18-01;Current valid permit, registration or other authorization to operate a Food Service Establishment (FSE) or Non-retail Food Processing Establishment (NRFP) not available.;4,08737E+13;-7,3887E+13;207;11
ST. PHILIP NERI SCHOOL;02/22/2023;ARCHDIOCESE OF NEW YORK;03/22/2022;AV;18A;Current valid permit, registration or other authorization to operate establishment not available.;4,08737E+13;-7,3887E+13;207;11
ST. PHILIP NERI SCHOOL;02/22/2023;ARCHDIOCESE OF NEW YORK;03/22/2022;AV;22G;Sale or use of certain expanded polystyrene items restricted;4,08737E+13;-7,3887E+13;207;11
P.S. 041 GUN HILL ROAD;01/04/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;12/09/2020;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08743E+13;-7,38682E+13;212;12
P.S. 041 GUN HILL ROAD;01/04/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/23/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08743E+13;-7,38682E+13;212;12
P.S. 360;10/07/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/28/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08744E+13;-7,39026E+13;208;14
ATMOSPHERE CHARTER SCHOOL - X460;12/14/2022;ATMOSPHERE ACADEMY PUBLIC CHARTER SCHOOLS;04/08/2022;C;04A;Food Protection Certificate not held by supervisor of food operations.;4,08752E+13;-7,39104E+13;208;10
ATMOSPHERE CHARTER SCHOOL - X460;12/14/2022;ATMOSPHERE ACADEMY PUBLIC CHARTER SCHOOLS;04/08/2022;C;02B;Hot food item not held at or above 140º F.;4,08752E+13;-7,39104E+13;208;10
P.S. X176, I.S. 181 PABLO CASALS;08/01/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;12/09/2020;G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,08753E+13;-7,38339E+13;210;12
BRONX CHARTER SCHOOL FOR EXCELLENCE;11/09/2022;BRONX CHARTER SCHOOL FOR EXCELLENCE;09/28/2022;AV;20-04;“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.;4,08755E+13;-7,38524E+13;212;12
BRONX CHARTER SCHOOL FOR EXCELLENCE;11/09/2022;BRONX CHARTER SCHOOL FOR EXCELLENCE;09/28/2022;G;10E;Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment;4,08755E+13;-7,38524E+13;212;12
BRONX CHARTER SCHOOL FOR EXCELLENCE;11/09/2022;BRONX CHARTER SCHOOL FOR EXCELLENCE;09/28/2022;CH;02G;"Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.";4,08755E+13;-7,38524E+13;212;12
BRONX CHARTER SCHOOL FOR EXCELLENCE;11/09/2022;BRONX CHARTER SCHOOL FOR EXCELLENCE;09/28/2022;AV;18-01;Current valid permit, registration or other authorization to operate a Food Service Establishment (FSE) or Non-retail Food Processing Establishment (NRFP) not available.;4,08755E+13;-7,38524E+13;212;12
BRONX CHARTER SCHOOL FOR EXCELLENCE;11/09/2022;BRONX CHARTER SCHOOL FOR EXCELLENCE;11/09/2022;C;04A;Food Protection Certificate (FPC) not held by manager or supervisor of food operations.;4,08755E+13;-7,38524E+13;212;12
BRONX CHARTER SCHOOL FOR EXCELLENCE;11/09/2022;BRONX CHARTER SCHOOL FOR EXCELLENCE;09/28/2022;C;04A;Food Protection Certificate (FPC) not held by manager or supervisor of food operations.;4,08755E+13;-7,38524E+13;212;12
BRONX CHARTER SCHOOL FOR EXCELLENCE;11/09/2022;BRONX CHARTER SCHOOL FOR EXCELLENCE;09/28/2022;CH;02B;Hot TCS food item not held at or above 140 °F.;4,08755E+13;-7,38524E+13;212;12
BRONX CHARTER SCHOOL FOR EXCELLENCE;11/09/2022;BRONX CHARTER SCHOOL FOR EXCELLENCE;09/28/2022;C;04J;Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.;4,08755E+13;-7,38524E+13;212;12
BRONX CHARTER SCHOOL FOR EXCELLENCE;11/09/2022;BRONX CHARTER SCHOOL FOR EXCELLENCE;09/28/2022;G;09E;Wash hands sign not posted near or above hand washing sink.;4,08755E+13;-7,38524E+13;212;12
ST. BRENDAN;11/21/2022;ARCHDIOCESE OF NEW YORK;03/22/2022;G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08756E+13;-7,38776E+13;207;11
